Time
2017-05-04 00:00:10.470755
2017-05-04 00:00:11.503800
2017-05-04 00:00:11.547794
2017-05-04 00:00:12.790734
2017-05-04 00:00:13.184222
2017-05-04 00:00:15.303081
2017-05-04 00:00:15.687453
2017-05-04 00:00:15.731546
2017-05-04 00:00:15.777727
2017-05-04 00:00:16.137271
2017-05-04 00:00:16.277637
2017-05-04 00:00:16.583007
2017-05-04 00:00:16.856642
2017-05-04 00:00:17.132197
2017-05-04 00:00:17.706820
2017-05-04 00:00:18.137195
2017-05-04 00:00:18.822095
2017-05-04 00:00:18.716606
2017-05-04 00:00:19.420088
2017-05-04 00:00:20.320052
2017-05-04 00:00:20.415306
2017-05-04 00:00:20.848857
2017-05-04 00:00:20.842114
2017-05-04 00:00:21.399304
2017-05-04 00:00:21.904276
2017-05-04 00:00:22.517868
2017-05-04 00:00:22.997768
2017-05-04 00:00:22.996543
2017-05-04 00:00:23.044165
2017-05-04 00:00:23.102450
2017-05-04 00:00:23.101274
2017-05-04 00:00:23.114928
2017-05-04 00:00:23.137643
2017-05-04 00:00:23.158885
2017-05-04 00:00:22.999559
2017-05-04 00:00:23.046266
2017-05-04 00:00:23.223821
2017-05-04 00:00:23.281576
2017-05-04 00:00:23.321308
2017-05-04 00:00:23.279023
2017-05-04 00:00:23.158149
2017-05-04 00:00:23.522318
2017-05-04 00:00:23.520379
2017-05-04 00:00:23.566591
2017-05-04 00:00:23.580836
2017-05-04 00:00:23.712830
2017-05-04 00:00:23.670155
2017-05-04 00:00:23.785441
2017-05-04 00:00:23.786730
2017-05-04 00:00:23.837382
2017-05-04 00:00:23.792874
2017-05-03 23:57:08.515754
2017-05-04 00:00:23.561766
2017-05-04 00:00:23.866499
2017-05-04 00:00:23.995979
2017-05-04 00:00:24.155020
2017-05-04 00:00:24.156763
2017-05-04 00:00:24.343478
2017-05-04 00:00:24.468835
2017-05-04 00:00:24.524545
2017-05-04 00:00:24.704775
2017-05-04 00:00:25.589678
2017-05-04 00:00:25.633072
2017-05-04 00:00:25.672084
2017-05-04 00:00:26.030860
2017-05-04 00:00:26.153200
2017-05-04 00:00:26.454530
2017-05-04 00:00:26.486900
2017-05-04 00:00:26.533017
2017-05-04 00:00:26.754608
2017-05-04 00:00:26.763168
2017-05-04 00:00:27.035735
2017-05-04 00:00:27.187902
2017-05-04 00:00:27.206620
2017-05-04 00:00:27.187089
2017-05-04 00:00:27.359102
2017-05-04 00:00:27.361161
2017-05-04 00:00:27.590955
2017-05-04 00:00:27.505624
2017-05-04 00:00:27.472634
2017-05-04 00:00:27.608372
2017-05-04 00:00:27.538184
2017-05-04 00:00:27.777811
2017-05-04 00:00:27.843531
2017-05-04 00:00:27.864480
2017-05-04 00:00:28.028939
2017-05-04 00:00:28.037046
2017-05-04 00:00:28.528036
2017-05-04 00:00:28.736040
2017-05-04 00:00:29.467268
2017-05-04 00:00:29.602799
2017-05-04 00:00:29.504526
2017-05-04 00:00:29.720070
2017-05-04 00:00:30.142895
2017-05-04 00:00:30.185395
2017-05-04 00:00:30.196587
2017-05-04 00:00:30.197428
2017-05-04 00:00:30.390313
2017-05-04 00:00:30.482754
2017-05-04 00:00:30.754235
2017-05-04 00:00:31.218019
2017-05-04 00:00:31.196151
2017-05-04 00:00:31.882372
2017-05-04 00:00:31.970867
2017-05-03 23:56:31.684970
2017-05-04 00:00:31.951139
2017-05-04 00:00:32.037294
2017-05-03 23:56:31.755282
2017-05-04 00:00:32.086647
2017-05-04 00:00:32.305306
2017-05-04 00:00:32.513670
2017-05-04 00:00:32.936962
2017-05-04 00:00:31.028574
2017-05-04 00:00:33.088607
2017-05-04 00:00:31.672215
2017-05-04 00:00:33.060882
2017-05-04 00:00:28.632602
2017-05-04 00:00:28.587665
2017-05-04 00:00:33.802452
2017-05-04 00:00:34.411899
2017-05-04 00:00:34.410313
2017-05-04 00:00:34.726802
2017-05-04 00:00:34.710101
2017-05-04 00:00:29.709990
2017-05-04 00:00:34.104594
2017-05-04 00:00:35.061254
2017-05-04 00:00:35.150275
2017-05-04 00:00:35.095827
2017-05-04 00:00:35.230021
2017-05-04 00:00:35.113291
2017-05-04 00:00:35.279079
2017-05-04 00:00:35.354383
2017-05-04 00:00:35.463594
2017-05-04 00:00:35.481252
2017-05-04 00:00:35.553596
2017-05-04 00:00:35.692884
2017-05-04 00:00:35.699072
2017-05-04 00:00:35.765947
2017-05-04 00:00:35.776534
2017-05-04 00:00:36.032729
2017-05-04 00:00:36.473989
2017-05-04 00:00:36.666023
2017-05-04 00:00:36.462522
2017-05-04 00:00:36.523512
2017-05-04 00:00:36.656568
2017-05-04 00:00:36.662129
2017-05-04 00:00:36.657708
2017-05-04 00:00:38.141659
2017-05-04 00:00:38.289148
2017-05-04 00:00:38.313377
2017-05-04 00:00:38.282514
2017-05-04 00:00:38.319533
2017-05-04 00:00:38.318888
2017-05-04 00:00:38.419052
2017-05-04 00:00:38.595675
2017-05-04 00:00:38.477598
2017-05-04 00:00:38.482301
2017-05-04 00:00:38.659928
2017-05-04 00:00:38.649371
2017-05-04 00:00:38.711781
2017-05-04 00:00:38.717517
2017-05-04 00:00:38.583187
2017-05-04 00:00:38.485605
2017-05-04 00:00:38.977699
2017-05-04 00:00:38.980740
2017-05-04 00:00:38.987654
2017-05-04 00:00:38.989865
2017-05-04 00:00:39.034278
2017-05-04 00:00:39.029358
2017-05-04 00:00:39.002141
2017-05-04 00:00:39.102408
2017-05-04 00:00:39.097185
2017-05-04 00:00:39.126291
2017-05-04 00:00:39.627761
2017-05-04 00:00:39.636662
2017-05-04 00:00:39.718523
2017-05-04 00:00:39.728603
2017-05-04 00:00:39.739129
2017-05-04 00:00:39.776690
2017-05-04 00:00:39.739435
2017-05-04 00:00:39.948294
2017-05-04 00:00:39.951856
2017-05-04 00:00:40.015054
2017-05-04 00:00:40.158607
2017-05-04 00:00:40.159458
2017-05-04 00:00:40.160481
2017-05-04 00:00:40.011081
2017-05-04 00:00:40.224248
2017-05-04 00:00:40.224343
2017-05-04 00:00:40.265701
2017-05-04 00:00:40.015085
2017-05-04 00:00:40.109477
2017-05-04 00:00:40.255312
2017-05-04 00:00:40.304624
2017-05-04 00:00:40.304687
2017-05-04 00:00:40.304666
2017-05-04 00:00:40.253830
2017-05-04 00:00:40.505423
2017-05-04 00:00:40.511935
2017-05-04 00:00:40.513931
2017-05-04 00:00:40.514791
2017-05-04 00:00:40.489086
2017-05-04 00:00:40.116915
2017-05-04 00:00:40.304695
2017-05-04 00:00:40.335811
2017-05-04 00:00:41.158783
2017-05-04 00:00:41.197601
2017-05-04 00:00:41.200752
2017-05-04 00:00:41.206592
2017-05-04 00:00:41.138383
2017-05-04 00:00:40.349672
2017-05-04 00:00:41.445617
2017-05-04 00:00:41.680661
2017-05-04 00:00:41.669276
2017-05-04 00:00:41.711981
2017-05-04 00:00:40.344328
2017-05-04 00:00:43.046405
2017-05-04 00:00:43.066862
2017-05-04 00:00:43.074313
2017-05-04 00:00:43.076474
2017-05-04 00:00:43.079754
2017-05-04 00:00:43.568237
2017-05-04 00:00:43.479013
2017-05-04 00:00:43.857876
2017-05-04 00:00:43.880712
2017-05-04 00:00:43.883092
2017-05-04 00:00:43.885496
2017-05-04 00:00:43.991135
2017-05-04 00:00:43.888055
2017-05-04 00:00:44.022001
2017-05-04 00:00:43.997868
2017-05-04 00:00:44.286982
2017-05-04 00:00:38.495881
2017-05-04 00:00:44.152321
2017-05-04 00:00:44.278438
2017-05-04 00:00:44.385331
2017-05-04 00:00:44.313321
2017-05-04 00:00:44.283033
2017-05-04 00:00:44.641722
2017-05-04 00:00:44.298717
2017-05-04 00:00:44.630525
2017-05-04 00:00:44.878968
2017-05-04 00:00:45.173153
2017-05-04 00:00:45.571664
2017-05-04 00:00:47.001982
2017-05-04 00:00:46.825319
2017-05-04 00:00:47.312854
2017-05-04 00:00:47.313025
2017-05-04 00:00:47.312864
2017-05-04 00:00:47.667649
2017-05-04 00:00:47.651293
2017-05-04 00:00:47.774608
2017-05-04 00:00:47.775053
2017-05-04 00:00:47.886008
2017-05-04 00:00:47.856829
2017-05-04 00:00:47.896960
2017-05-04 00:00:47.887897
2017-05-04 00:00:47.896510
2017-05-04 00:00:48.003442
2017-05-04 00:00:47.971400
2017-05-04 00:00:47.997648
2017-05-04 00:00:48.065555
2017-05-04 00:00:48.024475
2017-05-04 00:00:47.877250
2017-05-04 00:00:47.919163
2017-05-04 00:00:48.338749
2017-05-04 00:00:48.476401
2017-05-04 00:00:48.699749
2017-05-04 00:00:48.396043
2017-05-04 00:00:48.771954
2017-05-04 00:00:48.613915
2017-05-04 00:00:48.739354
2017-05-04 00:00:49.296758
2017-05-04 00:00:49.297466
2017-05-04 00:00:49.498066
2017-05-04 00:00:49.866920
2017-05-04 00:00:49.610882
2017-05-04 00:00:49.920748
2017-05-04 00:00:49.800813
2017-05-04 00:00:49.985512
2017-05-04 00:00:50.324168
2017-05-04 00:00:50.418695
2017-05-04 00:00:50.431216
2017-05-04 00:00:50.502930
2017-05-04 00:00:50.567901
2017-05-04 00:00:50.934597
2017-05-04 00:00:50.986768
2017-05-04 00:00:51.078659
2017-05-04 00:00:52.189930
2017-05-04 00:00:52.409341
2017-05-04 00:00:52.500938
2017-05-04 00:00:52.564169
2017-05-04 00:00:53.120976
2017-05-04 00:00:53.125205
2017-05-04 00:00:53.185056
2017-05-04 00:00:53.503193
2017-05-04 00:00:53.536191
2017-05-04 00:00:53.823918
2017-05-04 00:00:55.561611
2017-05-04 00:00:56.267664
2017-05-04 00:00:56.862359
2017-05-04 00:00:56.865264
2017-05-04 00:00:56.462327
2017-05-04 00:00:57.156088
2017-05-04 00:00:57.234579
2017-05-04 00:00:57.057208
2017-05-04 00:00:57.470357
2017-05-04 00:00:58.073108
2017-05-04 00:00:58.502716
2017-05-04 00:00:59.117886
2017-05-04 00:00:59.166657
2017-05-04 00:00:59.636888
2017-05-04 00:00:59.523327
2017-05-04 00:00:59.494448
2017-05-04 00:00:59.729380
2017-05-04 00:00:59.752499
2017-05-04 00:00:59.728916
2017-05-04 00:00:59.869964
2017-05-04 00:01:00.022230
2017-05-04 00:01:01.987669
2017-05-04 00:01:02.478760
2017-05-04 00:01:03.187701
2017-05-04 00:01:05.144864
2017-05-04 00:01:06.575570
2017-05-04 00:01:06.487617
2017-05-04 00:01:06.800584
2017-05-04 00:01:07.059674
2017-05-04 00:01:07.119236
2017-05-04 00:01:08.248772
2017-05-04 00:01:08.333845
2017-05-04 00:01:15.381843
2017-05-04 00:01:15.683147
2017-05-04 00:01:18.825002
2017-05-04 00:01:18.812992
2017-05-04 00:01:18.800484
2017-05-04 00:01:18.829606
2017-05-04 00:01:18.811715
2017-05-04 00:01:18.810869
2017-05-04 00:01:18.801148
2017-05-04 00:01:19.124437
2017-05-04 00:01:19.131796
2017-05-04 00:01:19.102836
2017-05-04 00:01:19.105718
2017-05-04 00:01:19.171989
2017-05-04 00:01:19.105945
2017-05-04 00:01:19.163289
2017-05-04 00:01:19.106901
2017-05-04 00:01:19.102178
2017-05-04 00:01:19.278426
2017-05-04 00:01:19.277765
2017-05-04 00:01:19.305052
2017-05-04 00:01:19.347400
2017-05-04 00:01:18.981588
2017-05-04 00:01:19.380828
2017-05-04 00:01:19.427763
2017-05-04 00:01:19.438934
2017-05-04 00:01:19.464135
2017-05-04 00:01:19.540030
2017-05-04 00:01:19.435764
2017-05-04 00:01:19.640958
2017-05-04 00:01:19.542107
2017-05-04 00:01:19.639596
2017-05-04 00:01:19.626833
2017-05-04 00:01:19.703947
2017-05-04 00:01:19.607595
2017-05-04 00:01:19.685662
2017-05-04 00:01:19.705497
2017-05-04 00:01:19.874623
2017-05-04 00:01:18.590416
